method,output,ssim,lpips,e_ssim,l_c,l_s
adain,000000135872__Ukiyo_e__kitagawa-utamaro_not_detected_233134.jpg,0.293,0.5771,0.3423,2.2548,2.0806
adain,000000196442__Abstract_Expressionism__paul-jenkins_not_detected_235703.jpg,0.3584,0.643,0.4722,2.8323,1.2546
adain,000000196442__Art_Nouveau_Modern__nicholas-roerich_oze-1914.jpg,0.355,0.6475,0.3573,2.7126,1.1333
adain,000000196442__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.jpg,0.3046,0.7281,0.4939,2.6848,0.7598
adain,000000196442__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.jpg,0.4123,0.873,0.2141,3.3253,0.5884
adain,000000196442__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.jpg,0.5036,0.8193,0.3076,2.6137,0.6614
adain,000000196442__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.jpg,0.2307,0.6846,0.1652,2.8709,1.6244
adain,000000196442__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.jpg,0.3541,0.7824,0.2563,2.5538,0.8691
adain,000000196442__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.jpg,0.2619,0.6457,0.2321,2.8146,2.9782
adain,000000196442__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.jpg,0.4274,0.7324,0.2185,2.7345,0.8382
adain,000000196442__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.jpg,0.1631,0.6918,0.1754,2.8859,1.4781
adain,000000196442__Minimalism__mario-schifano_untitled-1963.jpg,0.6533,1.0314,0.7284,2.7539,1.0186
adain,000000196442__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.jpg,0.1635,0.6609,0.0619,2.5907,0.6131
adain,000000196442__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.jpg,0.12,0.662,0.0639,2.8665,2.7901
adain,000000196442__Pop_Art__peter-max_composition-red-green-1979.jpg,0.5522,0.594,0.4991,2.9012,2.1695
adain,000000196442__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.jpg,0.1619,0.7116,0.0644,2.8255,1.7393
adain,000000196442__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).jpg,0.33,0.6093,0.1979,2.4708,0.5249
adain,000000196442__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.jpg,0.3021,0.7379,0.5046,2.6235,0.5022
adain,000000196442__Romanticism__gustave-dore_paradise-lost-4.jpg,0.1784,0.6798,0.1645,2.6581,1.194
adain,000000196442__Symbolism__nicholas-roerich_language-of-forest-1922.jpg,0.2764,0.6771,0.1769,2.8802,1.3967
adain,000000196442__Ukiyo_e__kitagawa-utamaro_not_detected_233134.jpg,0.375,0.6743,0.2428,2.6833,2.5205
adain,000000210388__Abstract_Expressionism__paul-jenkins_not_detected_235703.jpg,0.4516,0.6082,0.4031,2.4645,1.0144
adain,000000210388__Art_Nouveau_Modern__nicholas-roerich_oze-1914.jpg,0.3817,0.6746,0.2642,2.6352,1.2871
adain,000000210388__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.jpg,0.3362,0.6917,0.3369,2.7098,0.822
adain,000000210388__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.jpg,0.4397,0.8596,0.1679,3.4622,0.5568
adain,000000210388__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.jpg,0.4808,0.8199,0.2523,2.7024,0.6276
adain,000000210388__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.jpg,0.2736,0.6585,0.1585,2.3259,1.5263
adain,000000210388__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.jpg,0.381,0.7916,0.1837,2.4307,0.8145
adain,000000210388__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.jpg,0.3052,0.6528,0.2341,2.5319,2.6601
adain,000000210388__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.jpg,0.4246,0.7361,0.1832,2.7646,0.8593
adain,000000210388__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.jpg,0.1959,0.6869,0.1514,2.6982,1.4886
adain,000000210388__Minimalism__mario-schifano_untitled-1963.jpg,0.6265,0.9595,0.7052,2.9175,1.1997
adain,000000210388__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.jpg,0.1796,0.6585,0.0556,2.4465,0.7192
adain,000000210388__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.jpg,0.1399,0.6579,0.0711,2.6145,2.1707
adain,000000210388__Pop_Art__peter-max_composition-red-green-1979.jpg,0.6279,0.5225,0.5735,2.4265,2.2602
adain,000000210388__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.jpg,0.1941,0.727,0.061,2.5975,1.9316
adain,000000210388__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).jpg,0.3935,0.6091,0.1636,2.2873,0.5534
adain,000000210388__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.jpg,0.3238,0.7237,0.3594,2.4622,0.4775
adain,000000210388__Romanticism__gustave-dore_paradise-lost-4.jpg,0.214,0.6641,0.1309,2.4351,1.3401
adain,000000210388__Symbolism__nicholas-roerich_language-of-forest-1922.jpg,0.2965,0.6945,0.1337,2.6297,1.4702
adain,000000210388__Ukiyo_e__kitagawa-utamaro_not_detected_233134.jpg,0.443,0.6482,0.2444,2.3985,2.292
adain,000000226171__Abstract_Expressionism__paul-jenkins_not_detected_235703.jpg,0.4354,0.6358,0.469,2.8083,1.056
adain,000000226171__Art_Nouveau_Modern__nicholas-roerich_oze-1914.jpg,0.351,0.6809,0.3271,2.625,1.0033
adain,000000226171__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.jpg,0.3721,0.5885,0.3759,2.9928,0.764
adain,000000226171__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.jpg,0.3229,0.8689,0.2459,3.5647,0.5553
adain,000000226171__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.jpg,0.4022,0.6546,0.3764,2.8109,0.5535
adain,000000226171__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.jpg,0.2977,0.5965,0.238,2.5393,1.3334
adain,000000226171__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.jpg,0.3666,0.6775,0.3009,2.727,0.8115
adain,000000226171__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.jpg,0.3543,0.5126,0.3437,2.144,2.5153
adain,000000226171__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.jpg,0.3569,0.6631,0.3147,2.9093,0.8603
adain,000000226171__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.jpg,0.269,0.6355,0.2434,2.7384,1.3807
adain,000000226171__Minimalism__mario-schifano_untitled-1963.jpg,0.3929,0.7806,0.4714,2.9795,1.1923
adain,000000226171__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.jpg,0.1421,0.7133,0.096,2.8448,0.6455
adain,000000226171__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.jpg,0.17,0.6659,0.1276,2.6721,2.0283
adain,000000226171__Pop_Art__peter-max_composition-red-green-1979.jpg,0.315,0.596,0.4391,2.7177,1.8079
adain,000000226171__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.jpg,0.1722,0.6756,0.1212,2.6573,1.7334
adain,000000226171__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).jpg,0.3171,0.5562,0.2763,2.4562,0.4773
adain,000000226171__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.jpg,0.3816,0.5866,0.421,2.7698,0.5845
adain,000000226171__Romanticism__gustave-dore_paradise-lost-4.jpg,0.2725,0.6305,0.2059,2.5131,1.1462
adain,000000226171__Symbolism__nicholas-roerich_language-of-forest-1922.jpg,0.2873,0.6732,0.2691,2.602,1.305
adain,000000226171__Ukiyo_e__kitagawa-utamaro_not_detected_233134.jpg,0.274,0.6341,0.297,2.6379,2.0941
adain,000000235857__Abstract_Expressionism__paul-jenkins_not_detected_235703.jpg,0.2481,0.6685,0.2406,2.7587,1.2372
adain,000000235857__Art_Nouveau_Modern__nicholas-roerich_oze-1914.jpg,0.2253,0.7052,0.2408,2.6935,1.1551
adain,000000235857__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.jpg,0.1926,0.5971,0.2441,2.8049,0.7507
adain,000000235857__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.jpg,0.1844,0.8847,0.2364,3.5647,0.5224
adain,000000235857__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.jpg,0.262,0.6409,0.2692,2.6419,0.6384
adain,000000235857__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.jpg,0.2533,0.54,0.2586,2.3438,1.4778
adain,000000235857__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.jpg,0.2694,0.6003,0.283,2.3338,0.8639
adain,000000235857__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.jpg,0.2419,0.5843,0.2351,2.6416,2.6468
adain,000000235857__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.jpg,0.2703,0.5801,0.2773,2.4665,0.8362
adain,000000235857__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.jpg,0.1915,0.5921,0.2091,2.4673,1.3862
adain,000000235857__Minimalism__mario-schifano_untitled-1963.jpg,0.1975,0.8264,0.1232,3.2602,1.1165
adain,000000235857__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.jpg,0.1652,0.6114,0.177,2.3998,0.6574
adain,000000235857__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.jpg,0.15,0.656,0.1286,2.6877,2.3583
adain,000000235857__Pop_Art__peter-max_composition-red-green-1979.jpg,0.1917,0.6091,0.1851,2.809,2.0636
adain,000000235857__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.jpg,0.1707,0.6249,0.1673,2.654,1.7795
adain,000000235857__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).jpg,0.2662,0.4885,0.2773,2.1497,0.5414
adain,000000235857__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.jpg,0.2017,0.5703,0.2484,2.5154,0.5474
adain,000000235857__Romanticism__gustave-dore_paradise-lost-4.jpg,0.1801,0.6461,0.236,2.5714,1.119
adain,000000235857__Symbolism__nicholas-roerich_language-of-forest-1922.jpg,0.2393,0.6684,0.2559,2.5763,1.3737
adain,000000235857__Ukiyo_e__kitagawa-utamaro_not_detected_233134.jpg,0.2018,0.6075,0.2302,2.5626,2.1918
adain,000000272364__Abstract_Expressionism__paul-jenkins_not_detected_235703.jpg,0.2817,0.5819,0.2248,2.9307,1.105
adain,000000272364__Art_Nouveau_Modern__nicholas-roerich_oze-1914.jpg,0.2765,0.5264,0.2217,2.4986,1.1985
adain,000000272364__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.jpg,0.1619,0.6948,0.1739,3.2138,0.7967
adain,000000272364__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.jpg,0.1648,0.8317,0.1624,3.7137,0.5258
adain,000000272364__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.jpg,0.2969,0.7717,0.2389,2.8654,0.5042
adain,000000272364__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.jpg,0.3077,0.5273,0.2332,2.3897,1.4
adain,000000272364__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.jpg,0.2849,0.6629,0.2395,2.6185,0.8056
adain,000000272364__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.jpg,0.3444,0.5055,0.2868,2.3655,2.6824
adain,000000272364__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.jpg,0.2815,0.6468,0.2139,2.9328,0.8643
adain,000000272364__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.jpg,0.2316,0.5274,0.2,2.4987,1.4426
adain,000000272364__Minimalism__mario-schifano_untitled-1963.jpg,0.1953,1.0615,0.1511,3.5226,1.4733
adain,000000272364__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.jpg,0.2031,0.5845,0.1367,2.8767,0.7017
adain,000000272364__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.jpg,0.277,0.512,0.1928,2.5411,2.1539
adain,000000272364__Pop_Art__peter-max_composition-red-green-1979.jpg,0.25,0.558,0.2286,2.8066,2.0646
adain,000000272364__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.jpg,0.2359,0.6036,0.1577,2.7451,1.8735
adain,000000272364__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).jpg,0.3438,0.5187,0.2678,2.3508,0.6502
adain,000000272364__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.jpg,0.1729,0.6594,0.2079,2.832,0.5352
adain,000000272364__Romanticism__gustave-dore_paradise-lost-4.jpg,0.1798,0.5923,0.1628,2.8575,1.1733
adain,000000272364__Symbolism__nicholas-roerich_language-of-forest-1922.jpg,0.3136,0.5305,0.2582,2.3788,1.424
adain,000000272364__Ukiyo_e__kitagawa-utamaro_not_detected_233134.jpg,0.277,0.5506,0.2537,2.5185,2.1433
adain,000000273132__Abstract_Expressionism__paul-jenkins_not_detected_235703.jpg,0.4712,0.5343,0.5297,2.6363,1.0056
adain,000000273132__Art_Nouveau_Modern__nicholas-roerich_oze-1914.jpg,0.4486,0.5687,0.3975,2.6246,1.0393
adain,000000273132__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.jpg,0.3567,0.6422,0.4458,3.0086,0.8021
adain,000000273132__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.jpg,0.3437,0.8971,0.3362,3.5932,0.5283
adain,000000273132__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.jpg,0.5373,0.6724,0.4982,2.6096,0.5738
adain,000000273132__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.jpg,0.3442,0.6047,0.2737,2.5492,1.5152
adain,000000273132__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.jpg,0.4267,0.7363,0.4052,2.5585,0.8891
adain,000000273132__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.jpg,0.3912,0.5304,0.3201,2.3266,2.5999
adain,000000273132__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.jpg,0.4558,0.7063,0.4052,2.8331,0.9103
adain,000000273132__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.jpg,0.2752,0.5944,0.252,2.6065,1.415
adain,000000273132__Minimalism__mario-schifano_untitled-1963.jpg,0.4286,0.9896,0.4176,3.2123,1.0086
adain,000000273132__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.jpg,0.2316,0.5961,0.1354,2.6383,0.6824
adain,000000273132__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.jpg,0.2304,0.5292,0.1389,2.3789,2.386
adain,000000273132__Pop_Art__peter-max_composition-red-green-1979.jpg,0.3936,0.5887,0.4068,2.738,2.0554
adain,000000273132__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.jpg,0.2492,0.6359,0.1498,2.5045,1.7285
adain,000000273132__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).jpg,0.4324,0.5161,0.37,2.2633,0.5159
adain,000000273132__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.jpg,0.3531,0.6694,0.4812,2.8147,0.6401
adain,000000273132__Romanticism__gustave-dore_paradise-lost-4.jpg,0.269,0.5522,0.2641,2.4482,1.1765
adain,000000273132__Symbolism__nicholas-roerich_language-of-forest-1922.jpg,0.3708,0.6226,0.3014,2.6017,1.2922
adain,000000273132__Ukiyo_e__kitagawa-utamaro_not_detected_233134.jpg,0.362,0.6059,0.3404,2.4582,1.9769
adain,000000277051__Abstract_Expressionism__paul-jenkins_not_detected_235703.jpg,0.5064,0.5649,0.545,2.5896,0.9693
adain,000000277051__Art_Nouveau_Modern__nicholas-roerich_oze-1914.jpg,0.4908,0.5299,0.3943,2.233,1.0377
adain,000000277051__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.jpg,0.4361,0.6911,0.4714,2.7838,0.7887
adain,000000277051__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.jpg,0.4344,0.7506,0.3326,3.4967,0.5248
adain,000000277051__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.jpg,0.5382,0.853,0.4639,2.5536,0.557
adain,000000277051__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.jpg,0.3749,0.5469,0.2513,2.2646,1.3092
adain,000000277051__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.jpg,0.4946,0.6416,0.3854,2.2023,0.7
adain,000000277051__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.jpg,0.42,0.5466,0.3055,2.2159,2.4739
adain,000000277051__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.jpg,0.5062,0.6107,0.4032,2.4726,0.8212
adain,000000277051__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.jpg,0.2878,0.6011,0.2251,2.4862,1.4022
adain,000000277051__Minimalism__mario-schifano_untitled-1963.jpg,0.5043,1.0287,0.5498,3.1837,1.1917
adain,000000277051__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.jpg,0.1868,0.6856,0.1009,2.6463,0.6115
adain,000000277051__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.jpg,0.1692,0.6919,0.0909,2.6315,2.2988
adain,000000277051__Pop_Art__peter-max_composition-red-green-1979.jpg,0.4236,0.5778,0.5061,2.6215,2.1599
adain,000000277051__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.jpg,0.215,0.6792,0.1133,2.6272,1.7338
adain,000000277051__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).jpg,0.414,0.6015,0.313,2.2676,0.4683
adain,000000277051__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.jpg,0.4482,0.5886,0.4965,2.2117,0.4763
adain,000000277051__Romanticism__gustave-dore_paradise-lost-4.jpg,0.289,0.6823,0.1897,2.5139,1.1825
adain,000000277051__Symbolism__nicholas-roerich_language-of-forest-1922.jpg,0.3946,0.5446,0.2471,2.3817,1.4152
adain,000000277051__Ukiyo_e__kitagawa-utamaro_not_detected_233134.jpg,0.3733,0.5862,0.3221,2.3118,2.1359
adain,000000296969__Abstract_Expressionism__paul-jenkins_not_detected_235703.jpg,0.1727,0.6603,0.1055,3.0264,1.0566
adain,000000296969__Art_Nouveau_Modern__nicholas-roerich_oze-1914.jpg,0.183,0.6391,0.1471,2.7285,1.0265
adain,000000296969__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.jpg,0.1425,0.6359,0.1239,3.0497,0.7781
adain,000000296969__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.jpg,0.11,0.8835,0.1428,3.6637,0.5086
adain,000000296969__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.jpg,0.1931,0.7058,0.1512,3.0098,0.576
adain,000000296969__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.jpg,0.2003,0.5993,0.1727,2.7883,1.5098
adain,000000296969__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.jpg,0.1859,0.6906,0.168,2.8677,0.8661
adain,000000296969__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.jpg,0.2024,0.5964,0.1506,2.8315,2.8306
adain,000000296969__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.jpg,0.1833,0.6705,0.1629,3.0596,0.8346
adain,000000296969__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.jpg,0.1801,0.5794,0.1522,2.7108,1.4408
adain,000000296969__Minimalism__mario-schifano_untitled-1963.jpg,0.1112,0.9794,0.05,3.5154,1.1339
adain,000000296969__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.jpg,0.1293,0.5825,0.1414,2.8357,0.6527
adain,000000296969__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.jpg,0.1585,0.6034,0.1316,2.8638,2.433
adain,000000296969__Pop_Art__peter-max_composition-red-green-1979.jpg,0.1034,0.6557,0.0921,3.1194,2.0978
adain,000000296969__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.jpg,0.1397,0.6327,0.1398,2.9345,1.7981
adain,000000296969__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).jpg,0.2089,0.4982,0.1809,2.4685,0.4834
adain,000000296969__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.jpg,0.1438,0.6361,0.1296,2.8262,0.5175
adain,000000296969__Romanticism__gustave-dore_paradise-lost-4.jpg,0.1541,0.6054,0.1477,2.8313,1.1178
adain,000000296969__Symbolism__nicholas-roerich_language-of-forest-1922.jpg,0.1853,0.6581,0.1769,2.8215,1.3332
adain,000000296969__Ukiyo_e__kitagawa-utamaro_not_detected_233134.jpg,0.1319,0.6626,0.1315,3.0587,2.1856
adain,000000302107__Abstract_Expressionism__paul-jenkins_not_detected_235703.jpg,0.3389,0.6238,0.3879,2.7648,1.2321
adain,000000302107__Art_Nouveau_Modern__nicholas-roerich_oze-1914.jpg,0.3681,0.5511,0.3659,2.301,1.077
